module,type,name,res_id,src,value,comments
mail,model,"ir.model.fields,help",mail.field_mail_channel_alias_model_id,The model (Odoo Document Kind) to which this alias corresponds. Any incoming email that does not reply to an existing record will cause the creation of a new record of this model (e.g. a Project Task),जो यो उपनाम पत्राचार गर्न मोडेल (Odoo कागजात प्रकार)। विद्यमान रेकर्ड जवाफ छैन कि कुनै पनि आगमन इमेल यस मोडेल को नयाँ रेकर्ड सिर्जना कारण (उदाहरणका लागि एक परियोजना टास्क),
mail,model,"ir.model.fields,help",mail.field_mail_alias_alias_name,"The name of the email alias, e.g. 'jobs' if you want to catch emails for <jobs@example.odoo.com>","The name of the email alias, e.g. 'jobs' if you want to catch emails for <jobs@example.odoo.com>",
mail,model,"ir.model.fields,help",mail.field_mail_alias_mixin_alias_name,"The name of the email alias, e.g. 'jobs' if you want to catch emails for <jobs@example.odoo.com>","The name of the email alias, e.g. 'jobs' if you want to catch emails for <jobs@example.odoo.com>",
mail,model,"ir.model.fields,help",mail.field_mail_channel_alias_name,"The name of the email alias, e.g. 'jobs' if you want to catch emails for <jobs@example.odoo.com>","The name of the email alias, e.g. 'jobs' if you want to catch emails for <jobs@example.odoo.com>",
mail,model,"ir.model.fields,help",mail.field_mail_alias_alias_user_id,"The owner of records created upon receiving emails on this alias. If this field is not set the system will attempt to find the right owner based on the sender (From) address, or will use the Administrator account if no system user is found for that address.","The owner of records created upon receiving emails on this alias. If this field is not set the system will attempt to find the right owner based on the sender (From) address, or will use the Administrator account if no system user is found for that address.",
mail,model,"ir.model.fields,help",mail.field_mail_alias_mixin_alias_user_id,"The owner of records created upon receiving emails on this alias. If this field is not set the system will attempt to find the right owner based on the sender (From) address, or will use the Administrator account if no system user is found for that address.","The owner of records created upon receiving emails on this alias. If this field is not set the system will attempt to find the right owner based on the sender (From) address, or will use the Administrator account if no system user is found for that address.",
mail,model,"ir.model.fields,help",mail.field_mail_channel_alias_user_id,"The owner of records created upon receiving emails on this alias. If this field is not set the system will attempt to find the right owner based on the sender (From) address, or will use the Administrator account if no system user is found for that address.","The owner of records created upon receiving emails on this alias. If this field is not set the system will attempt to find the right owner based on the sender (From) address, or will use the Administrator account if no system user is found for that address.",
mail,code,addons/mail/models/mail_message.py,585,"The requested operation cannot be completed due to security restrictions. Please contact your system administrator.

(Document type: %s, Operation: %s)","The requested operation cannot be completed due to security restrictions. Please contact your system administrator.

(Document type: %s, Operation: %s)",
mail,code,addons/mail/models/mail_message.py,685,"The requested operation cannot be completed due to security restrictions. Please contact your system administrator.

(Document type: %s, Operation: %s)","The requested operation cannot be completed due to security restrictions. Please contact your system administrator.

(Document type: %s, Operation: %s)",
mail,model,"ir.model.fields,help",mail.field_mail_shortcode_source,The shortcut which must be replaced in the Chat Messages,च्याट सन्देशहरू मा प्रतिस्थापित हुनुपर्छ जो सर्टकट,
mail,model,"ir.model.fields,help",mail.field_email_template_preview_model_id,The type of document this template can be used with,कागजात प्रकार यो टेम्पलेट प्रयोग गर्न सकिन्छ,
mail,model,"ir.model.fields,help",mail.field_mail_template_model_id,The type of document this template can be used with,कागजात प्रकार यो टेम्पलेट प्रयोग गर्न सकिन्छ,
mail,model,"ir.ui.view,arch_db",mail.view_server_action_form_template,"The values displayed hereunder are informative. When sending the email, the values
                                will be taken from the email template.","The values displayed hereunder are informative. When sending the email, the values
                                will be taken from the email template.",
mail,model,"ir.ui.view,arch_db",mail.message_origin_link,This,यो,
mail,model,"ir.model.fields,help",mail.field_mail_channel_image,"This field holds the image used as photo for the group, limited to 1024x1024px.","This field holds the image used as photo for the group, limited to 1024x1024px.",
mail,model,"ir.model.fields,help",mail.field_mail_channel_public,This group is visible by non members. Invisible groups can add members through the invite button.,यो समूह गैर सदस्य द्वारा देखिने छ। अदृश्य समूहहरूले आमन्त्रण बटन मार्फत सदस्य थप्न सक्नुहुन्छ।,
mail,model,"ir.ui.view,arch_db",mail.view_mail_search,Thread,मुद्दा,
mail,model,"ir.model.fields,field_description",mail.field_mail_mail_email_to,To,गर्न,
mail,model,"ir.model.fields,field_description",mail.field_email_template_preview_email_to,To (Emails),गर्न (इमेलहरू),
mail,model,"ir.model.fields,field_description",mail.field_ir_act_server_email_to,To (Emails),गर्न (इमेलहरू),
mail,model,"ir.model.fields,field_description",mail.field_mail_template_email_to,To (Emails),गर्न (इमेलहरू),
mail,model,"ir.model.fields,field_description",mail.field_email_template_preview_partner_to,To (Partners),गर्न (भागीदार),
mail,model,"ir.model.fields,field_description",mail.field_ir_act_server_partner_to,To (Partners),गर्न (भागीदार),
mail,model,"ir.model.fields,field_description",mail.field_mail_mail_recipient_ids,To (Partners),गर्न (भागीदार),
mail,model,"ir.model.fields,field_description",mail.field_mail_template_partner_to,To (Partners),गर्न (भागीदार),
mail,code,addons/mail/static/src/xml/extended_chat_window.xml,7,To:,गर्न:,openerp-web
mail,code,addons/mail/static/src/xml/chatter.xml,20,To: Followers of,गर्न: को अनुयायी,openerp-web
mail,code,addons/mail/static/src/js/thread.js,235,Today,आज,openerp-web
mail,code,addons/mail/static/src/xml/client_action.xml,133,Toggle Channels,च्यानलहरू टगल गर्नुहोस्,openerp-web
mail,model,"ir.ui.view,arch_db",mail.mail_channel_view_form,Topics discussed in this group...,शीर्षकहरू यस समूहमा छलफल ...,
mail,model,"ir.model.fields,help",mail.field_mail_compose_message_tracking_value_ids,Tracked values are stored in a separate model. This field allow to reconstruct the tracking and to generate statistics on the model.,ट्र्याक मान छुट्टै मोडेल भण्डारण गरिएको छ। यो क्षेत्र ट्रयाकिङ फेरि बनाउनु गर्न र मोडेल मा तथ्याङ्क उत्पन्न गर्न अनुमति दिन्छ।,
mail,model,"ir.model.fields,help",mail.field_mail_mail_tracking_value_ids,Tracked values are stored in a separate model. This field allow to reconstruct the tracking and to generate statistics on the model.,ट्र्याक मान छुट्टै मोडेल भण्डारण गरिएको छ। यो क्षेत्र ट्रयाकिङ फेरि बनाउनु गर्न र मोडेल मा तथ्याङ्क उत्पन्न गर्न अनुमति दिन्छ।,
mail,model,"ir.model.fields,help",mail.field_mail_message_tracking_value_ids,Tracked values are stored in a separate model. This field allow to reconstruct the tracking and to generate statistics on the model.,ट्र्याक मान छुट्टै मोडेल भण्डारण गरिएको छ। यो क्षेत्र ट्रयाकिङ फेरि बनाउनु गर्न र मोडेल मा तथ्याङ्क उत्पन्न गर्न अनुमति दिन्छ।,
mail,model,"ir.ui.view,arch_db",mail.view_message_form,Tracking,ट्र्याकिङ,
mail,model,"ir.ui.view,arch_db",mail.view_mail_tracking_value_form,Tracking Value,ट्र्याकिङ मूल्य,
mail,model,"ir.ui.view,arch_db",mail.view_mail_tracking_value_tree,Tracking Value,ट्र्याकिङ मूल्य,
mail,model,"ir.actions.act_window,name",mail.action_view_mail_tracking_value,Tracking Values,ट्र्याक मानहरू,
mail,model,"ir.ui.menu,name",mail.menu_mail_tracking_value,Tracking Values,ट्र्याक मानहरू,
mail,model,"ir.model.fields,field_description",mail.field_mail_compose_message_tracking_value_ids,Tracking values,मान ट्र्याक,
mail,model,"ir.model.fields,field_description",mail.field_mail_mail_tracking_value_ids,Tracking values,मान ट्र्याक,
mail,model,"ir.model.fields,field_description",mail.field_mail_message_tracking_value_ids,Tracking values,मान ट्र्याक,
mail,model,"ir.model.fields,field_description",mail.field_mail_compose_message_message_type,Type,प्रकार,
mail,model,"ir.model.fields,field_description",mail.field_mail_mail_message_type,Type,प्रकार,
mail,model,"ir.model.fields,field_description",mail.field_mail_message_message_type,Type,प्रकार,
mail,model,"ir.model.fields,field_description",mail.field_mail_channel_uuid,UUID,UUID,
mail,code,addons/mail/models/mail_message.py,31,"Unable to send email, please configure the sender's email address.","Unable to send email, please configure the sender's email address.",
mail,code,addons/mail/static/src/xml/client_action.xml,119,Undo,पूर्ववत,openerp-web
mail,code,addons/mail/models/mail_thread.py,705,Unfollow,नपछ्याउनुहोस्,
mail,code,addons/mail/static/src/xml/followers.xml,23,Unfollow,नपछ्याउनुहोस्,openerp-web
mail,sql_constraint,mail.alias,0,"Unfortunately this email alias is already used, please choose a unique one","Unfortunately this email alias is already used, please choose a unique one",
mail,model,"ir.model.fields,field_description",mail.field_account_analytic_account_message_unread,Unread Messages,नपढेका सन्देशहरू,
mail,model,"ir.model.fields,field_description",mail.field_account_bank_statement_message_unread,Unread Messages,नपढेका सन्देशहरू,
mail,model,"ir.model.fields,field_description",mail.field_account_invoice_message_unread,Unread Messages,नपढेका सन्देशहरू,
mail,model,"ir.model.fields,field_description",mail.field_account_voucher_message_unread,Unread Messages,नपढेका सन्देशहरू,
mail,model,"ir.model.fields,field_description",mail.field_crm_team_message_unread,Unread Messages,नपढेका सन्देशहरू,
mail,model,"ir.model.fields,field_description",mail.field_insurance_claim_message_unread_6486,Unread Messages,नपढेका सन्देशहरू,
mail,model,"ir.model.fields,field_description",mail.field_mail_channel_message_unread,Unread Messages,नपढेका सन्देशहरू,
mail,model,"ir.model.fields,field_description",mail.field_mail_test_message_unread,Unread Messages,नपढेका सन्देशहरू,
mail,model,"ir.model.fields,field_description",mail.field_mail_thread_message_unread,Unread Messages,नपढेका सन्देशहरू,
mail,model,"ir.model.fields,field_description",mail.field_procurement_order_message_unread,Unread Messages,नपढेका सन्देशहरू,
mail,model,"ir.model.fields,field_description",mail.field_product_product_message_unread,Unread Messages,नपढेका सन्देशहरू,
mail,model,"ir.model.fields,field_description",mail.field_product_template_message_unread,Unread Messages,नपढेका सन्देशहरू,
mail,model,"ir.model.fields,field_description",mail.field_project_project_message_unread,Unread Messages,नपढेका सन्देशहरू,
mail,model,"ir.model.fields,field_description",mail.field_project_task_message_unread,Unread Messages,नपढेका सन्देशहरू,
mail,model,"ir.model.fields,field_description",mail.field_purchase_order_message_unread,Unread Messages,नपढेका सन्देशहरू,
mail,model,"ir.model.fields,field_description",mail.field_res_partner_message_unread,Unread Messages,नपढेका सन्देशहरू,
mail,model,"ir.model.fields,field_description",mail.field_res_users_message_unread,Unread Messages,नपढेका सन्देशहरू,
mail,model,"ir.model.fields,field_description",mail.field_sale_order_message_unread,Unread Messages,नपढेका सन्देशहरू,
mail,model,"ir.model.fields,field_description",mail.field_stock_picking_message_unread,Unread Messages,नपढेका सन्देशहरू,
mail,model,"ir.model.fields,field_description",mail.field_stock_production_lot_message_unread,Unread Messages,नपढेका सन्देशहरू,
mail,model,"ir.model.fields,field_description",mail.field_account_analytic_account_message_unread_counter,Unread Messages Counter,नपढेका सन्देशहरू काउन्टर,
mail,model,"ir.model.fields,field_description",mail.field_account_bank_statement_message_unread_counter,Unread Messages Counter,नपढेका सन्देशहरू काउन्टर,
mail,model,"ir.model.fields,field_description",mail.field_account_invoice_message_unread_counter,Unread Messages Counter,नपढेका सन्देशहरू काउन्टर,
mail,model,"ir.model.fields,field_description",mail.field_account_voucher_message_unread_counter,Unread Messages Counter,नपढेका सन्देशहरू काउन्टर,
mail,model,"ir.model.fields,field_description",mail.field_crm_team_message_unread_counter,Unread Messages Counter,नपढेका सन्देशहरू काउन्टर,
mail,model,"ir.model.fields,field_description",mail.field_insurance_claim_message_unread_counter_6474,Unread Messages Counter,नपढेका सन्देशहरू काउन्टर,
mail,model,"ir.model.fields,field_description",mail.field_mail_channel_message_unread_counter,Unread Messages Counter,नपढेका सन्देशहरू काउन्टर,
mail,model,"ir.model.fields,field_description",mail.field_mail_test_message_unread_counter,Unread Messages Counter,नपढेका सन्देशहरू काउन्टर,
mail,model,"ir.model.fields,field_description",mail.field_mail_thread_message_unread_counter,Unread Messages Counter,नपढेका सन्देशहरू काउन्टर,
mail,model,"ir.model.fields,field_description",mail.field_procurement_order_message_unread_counter,Unread Messages Counter,नपढेका सन्देशहरू काउन्टर,
mail,model,"ir.model.fields,field_description",mail.field_product_product_message_unread_counter,Unread Messages Counter,नपढेका सन्देशहरू काउन्टर,
mail,model,"ir.model.fields,field_description",mail.field_product_template_message_unread_counter,Unread Messages Counter,नपढेका सन्देशहरू काउन्टर,
mail,model,"ir.model.fields,field_description",mail.field_project_project_message_unread_counter,Unread Messages Counter,नपढेका सन्देशहरू काउन्टर,
mail,model,"ir.model.fields,field_description",mail.field_project_task_message_unread_counter,Unread Messages Counter,नपढेका सन्देशहरू काउन्टर,
mail,model,"ir.model.fields,field_description",mail.field_purchase_order_message_unread_counter,Unread Messages Counter,नपढेका सन्देशहरू काउन्टर,
mail,model,"ir.model.fields,field_description",mail.field_res_partner_message_unread_counter,Unread Messages Counter,नपढेका सन्देशहरू काउन्टर,
mail,model,"ir.model.fields,field_description",mail.field_res_users_message_unread_counter,Unread Messages Counter,नपढेका सन्देशहरू काउन्टर,
mail,model,"ir.model.fields,field_description",mail.field_sale_order_message_unread_counter,Unread Messages Counter,नपढेका सन्देशहरू काउन्टर,
mail,model,"ir.model.fields,field_description",mail.field_stock_picking_message_unread_counter,Unread Messages Counter,नपढेका सन्देशहरू काउन्टर,
mail,model,"ir.model.fields,field_description",mail.field_stock_production_lot_message_unread_counter,Unread Messages Counter,नपढेका सन्देशहरू काउन्टर,
mail,model,"ir.ui.view,arch_db",mail.view_message_search,Unread messages,नपढेका सन्देशहरू,
mail,code,addons/mail/static/src/xml/client_action.xml,136,Unstar all,तारा हटाउनुहोस् सबै,openerp-web
mail,code,addons/mail/static/src/xml/client_action.xml,136,Unstar all messages,सबै सन्देशहरू तारा हटाउनुहोस्,openerp-web
mail,code,addons/mail/static/src/xml/client_action.xml,137,Unsubscribe,सदस्यता खारेज,openerp-web
mail,code,addons/mail/static/src/xml/client_action.xml,137,Unsubscribe from channel,च्यानल सदस्यता खारेज,openerp-web
mail,code,addons/mail/static/src/js/chat_manager.js,539,Unsubscribed,सदस्यता रद्द,openerp-web
mail,code,addons/mail/static/src/xml/thread.xml,184,Uploading,अपलोड,openerp-web
mail,code,addons/mail/static/src/js/composer.js,648,Uploading error,अपलोड त्रुटि,openerp-web
mail,model,"ir.model.fields,field_description",mail.field_mail_compose_message_use_active_domain,Use active domain,प्रयोग सक्रिय डोमेन,
mail,model,"ir.model.fields,field_description",mail.field_mail_compose_message_template_id,Use template,टेम्पलेट प्रयोग,
mail,model,"ir.model.fields,help",mail.field_mail_message_subtype_sequence,Used to order subtypes.,अर्डर उपप्रकारों प्रयोग।,
mail,model,"ir.ui.view,arch_db",mail.view_mail_alias_search,User,उपयोगकर्ता,
mail,model,"ir.ui.view,arch_db",mail.view_mail_form,User,उपयोगकर्ता,
mail,model,"ir.ui.view,arch_db",mail.view_mail_tree,User,उपयोगकर्ता,
mail,model,"ir.model,name",mail.model_res_users,Users,प्रयोगकर्ता,
mail,code,addons/mail/models/mail_channel.py,685,Users in this channel: %s %s and you.,Users in this channel: %s %s and you.,
mail,code,addons/mail/models/mail_thread.py,673,View,हेर्नुहोस्,
mail,code,addons/mail/models/mail_thread.py,675,View,हेर्नुहोस्,
mail,model,"ir.ui.view,arch_db",mail.message_user_assigned,View,हेर्नुहोस्,
mail,code,addons/mail/static/src/js/followers.js,330,"Warning! 
 If you remove a follower, he won't be notified of any email or discussion on this document. Do you really want to remove this follower ?","Warning! 
 If you remove a follower, he won't be notified of any email or discussion on this document. Do you really want to remove this follower ?",openerp-web
mail,model,"ir.model.fields,help",mail.field_email_template_preview_sub_model_object_field,"When a relationship field is selected as first field, this field lets you select the target field within the destination document model (sub-model).","When a relationship field is selected as first field, this field lets you select the target field within the destination document model (sub-model).",
mail,model,"ir.model.fields,help",mail.field_mail_template_sub_model_object_field,"When a relationship field is selected as first field, this field lets you select the target field within the destination document model (sub-model).","When a relationship field is selected as first field, this field lets you select the target field within the destination document model (sub-model).",
mail,model,"ir.model.fields,help",mail.field_email_template_preview_sub_object,"When a relationship field is selected as first field, this field shows the document model the relationship goes to.","When a relationship field is selected as first field, this field shows the document model the relationship goes to.",
mail,model,"ir.model.fields,help",mail.field_mail_template_sub_object,"When a relationship field is selected as first field, this field shows the document model the relationship goes to.","When a relationship field is selected as first field, this field shows the document model the relationship goes to.",
mail,model,"ir.model.fields,help",mail.field_mail_compose_message_is_log,Whether the message is an internal note (comment mode only),सन्देश आन्तरिक टिप्पणी छ कि छैन भनेर (टिप्पणी मोड मात्र),
mail,model,"ir.ui.view,arch_db",mail.mail_channel_view_form,Who can follow the group's activities?,Who can follow the group's activities?,
mail,code,addons/mail/static/src/xml/composer.xml,18,Write something...,केही लेख...,openerp-web
mail,code,addons/mail/static/src/js/thread.js,237,Yesterday,हिजो,openerp-web
mail,code,addons/mail/static/src/js/client_action.js,78,You added <b>%s</b> to the conversation.,You added <b>%s</b> to the conversation.,openerp-web
mail,code,addons/mail/models/mail_channel.py,682,You are alone in this channel.,तपाईंले यस च्यानलमा एक्लै छन्।,
mail,code,addons/mail/models/mail_channel.py,651,You are in a private conversation with <b>@%s</b>.,You are in a private conversation with <b>@%s</b>.,
mail,code,addons/mail/models/mail_channel.py,646,You are in channel <b>#%s</b>.,You are in channel <b>#%s</b>.,
mail,code,addons/mail/static/src/xml/thread.xml,29,"You can mark any message as 'starred', and it shows up in this channel.","You can mark any message as 'starred', and it shows up in this channel.",openerp-web
mail,code,addons/mail/models/res_users.py,46,"You cannot create a new user from here.
 To create new user please go to configuration panel.","You cannot create a new user from here.
 To create new user please go to configuration panel.",
mail,code,addons/mail/models/mail_channel.py,133,"You cannot delete those groups, as the Whole Company group is required by other modules.","You cannot delete those groups, as the Whole Company group is required by other modules.",
mail,code,addons/mail/models/mail_thread.py,348,You could also add a new %(document)s by sending an email to: %(email_link)s.,You could also add a new %(document)s by sending an email to: %(email_link)s.,
mail,model,"ir.ui.view,arch_db",mail.message_user_assigned,You have been assigned to the,तपाईं खटाइएका छन्,
mail,code,addons/mail/static/src/js/chat_manager.js,639,You have been invited to:,तपाईं गर्न निमन्त्रणा गरिएको छ:,openerp-web
mail,model,"ir.model.fields,help",mail.field_email_template_preview_attachment_ids,"You may attach files to this template, to be added to all emails created from this template","You may attach files to this template, to be added to all emails created from this template",
mail,model,"ir.model.fields,help",mail.field_mail_template_attachment_ids,"You may attach files to this template, to be added to all emails created from this template","You may attach files to this template, to be added to all emails created from this template",
mail,code,addons/mail/static/src/js/chat_manager.js,535,You unpinned your conversation with <b>%s</b>.,You unpinned your conversation with <b>%s</b>.,openerp-web
mail,code,addons/mail/static/src/js/chat_manager.js,533,You unsubscribed from <b>%s</b>.,You unsubscribed from <b>%s</b>.,openerp-web
mail,model,"ir.ui.view,arch_db",mail.view_server_action_form_template,Your template does not defined the email address of the sender. Please update your template.,तपाईंको टेम्पलेट प्रेषकलाई इमेल ठेगाना परिभाषित गर्दैन। तपाईंको टेम्पलेट अद्यावधिक गर्नुहोस्।,
mail,code,addons/mail/models/ir_actions.py,33,Your template should define email_from,Your template should define email_from,
mail,code,addons/mail/models/mail_thread.py,969,alias %s does not accept unknown author,alias %s does not accept unknown author,
mail,code,addons/mail/models/mail_thread.py,965,alias %s restricted to internal followers,alias %s restricted to internal followers,
mail,model,"ir.model,name",mail.model_base_config_settings,base.config.settings,base.config.settings,
mail,model,"ir.ui.view,arch_db",mail.view_mail_form,by,द्वारा,
mail,model,"ir.ui.view,arch_db",mail.message_origin_link,created,सिर्जना,
mail,code,addons/mail/models/mail_thread.py,312,document,कागजात,
mail,code,addons/mail/static/src/xml/client_action.xml,11,enable desktop notifications,डेस्कटप सूचनाहरू सक्षम,openerp-web
mail,code,addons/mail/static/src/js/followers.js,222,followers,अनुयायीहरूलाई,openerp-web
mail,model,"ir.ui.view,arch_db",mail.message_origin_link,from:,बाट:,
mail,model,"mail.channel,name",mail.channel_all_employees,general,सामान्य,
mail,model,"ir.ui.view,arch_db",mail.message_origin_link,has been,भएको छ,
mail,model,"ir.model,name",mail.model_ir_actions_server,ir.actions.server,ir.actions.server,
mail,model,"ir.model,name",mail.model_ir_autovacuum,ir.autovacuum,ir.autovacuum,
mail,model,"ir.model,name",mail.model_mail_alias_mixin,mail.alias.mixin,mail.alias.mixin,
mail,model,"ir.ui.view,arch_db",mail.mail_channel_view_form,members,सदस्य,
mail,code,addons/mail/static/src/xml/client_action.xml,118,mention(s) marked as read.,उल्लेख (हरू) पढिएको रूपमा चिन्ह लगाइयो।,openerp-web
mail,code,addons/mail/models/mail_thread.py,944,model %s does not accept document creation,model %s does not accept document creation,
mail,code,addons/mail/models/mail_thread.py,939,model %s does not accept document update,model %s does not accept document update,
mail,code,addons/mail/models/mail_thread.py,932,"model %s does not accept document update, fall back on document creation","model %s does not accept document update, fall back on document creation",
mail,model,"ir.ui.view,arch_db",mail.message_origin_link,modified,संशोधित,
mail,model,"ir.ui.view,arch_db",mail.view_general_configuration_mail_alias_domain,mycompany.odoo.com,mycompany.odoo.com,
mail,code,addons/mail/static/src/js/thread.js,20,now,अब,openerp-web
mail,code,addons/mail/static/src/xml/thread.xml,91,on,मा,openerp-web
mail,model,"ir.ui.view,arch_db",mail.view_mail_form,on,मा,
mail,code,addons/mail/models/mail_thread.py,914,"posting a message without model should be with a null res_id (private message), received %s","posting a message without model should be with a null res_id (private message), received %s",
mail,code,addons/mail/models/mail_thread.py,918,posting a message without model should be with a parent_id (private message),posting a message without model should be with a parent_id (private message),
mail,model,"ir.model,name",mail.model_publisher_warranty_contract,publisher_warranty.contract,publisher_warranty.contract,
mail,code,addons/mail/static/src/js/thread.js,16,read less,कम पढ्न,openerp-web
mail,code,addons/mail/static/src/js/thread.js,15,read more,थप पढ्नुहोस्,openerp-web
mail,model,"ir.ui.view,arch_db",mail.email_template_preview_form,record:,रेकर्ड:,
mail,code,addons/mail/models/mail_thread.py,936,"reply to missing document (%s,%s)","reply to missing document (%s,%s)",
mail,code,addons/mail/models/mail_thread.py,929,"reply to missing document (%s,%s), fall back on new document creation","reply to missing document (%s,%s), fall back on new document creation",
mail,code,addons/mail/models/mail_thread.py,914,resetting thread_id,resetting thread_id,
mail,code,addons/mail/models/mail_thread.py,918,skipping,लंघन,
mail,code,addons/mail/models/mail_thread.py,936,skipping,लंघन,
mail,code,addons/mail/models/mail_thread.py,939,skipping,लंघन,
mail,code,addons/mail/models/mail_thread.py,944,skipping,लंघन,
mail,code,addons/mail/models/mail_thread.py,965,skipping,लंघन,
mail,code,addons/mail/models/mail_thread.py,969,skipping,लंघन,
mail,code,addons/mail/static/src/xml/chatter.xml,25,this document,यो कागजात,openerp-web
mail,code,addons/mail/models/mail_thread.py,907,unknown target model %s,unknown target model %s,
nepaliDatepicker,code,addons/nepaliDatepicker/static/src/xml/nepali_datepicker.xml,22,2077-11-16,#VALUE!,openerp-web
nepaliDatepicker,code,addons/nepaliDatepicker/static/src/xml/insurance_app.xml,8,Getting date from BS,बी बाट मिति रही,openerp-web
odooReport,model,"ir.ui.menu,name",odooReport.menu_action_search_account_reports,Account Report,खाता रिपोर्ट,
odooReport,model,"ir.ui.menu,name",odooReport.menu_account_financial_reports_tree,Account Reports,खाता रिपोर्टहरू,
odooReport,model,"ir.ui.menu,name",odooReport.menu_account_report_tree_hierarchy,Account Reports Hierarchy,खाता रिपोर्टहरू स्थानक्रम,
odooReport,model,"ir.ui.menu,name",odooReport.menu_reporting_account,Accounting,लेखा,
odooReport,model,"ir.ui.menu,name",odooReport.menu_action_search_account_count_reports,Accounts Count Report,रिपोर्ट गणना खाताहरू,
odooReport,model,"ir.ui.menu,name",odooReport.menu_aged_trial_balance,Aged Partner Balance,वृद्ध साझेदार शेष,
odooReport,model,"ir.ui.menu,name",odooReport.menu_account_report_bs,Balance Sheet,शेष पाना,
odooReport,model,"ir.ui.menu,name",odooReport.menu_reporting_account_BI,Business Intelligence,व्यापार खुफिया,
odooReport,model,"ir.ui.menu,name",odooReport.menu_reporting_config,Configurations,विन्यास,
odooReport,model,"ir.ui.menu,name",odooReport.menu_account_report,Financial Report,वित्तीय प्रतिवेदन,
odooReport,model,"ir.ui.menu,name",odooReport.menu_general_ledger,General Ledger,साधारण वहीखाता,
odooReport,model,"ir.ui.menu,name",odooReport.menu_reporting_insurance,Insurance,बीमा,
odooReport,model,"ir.ui.menu,name",odooReport.menu_quants,Inventory Valuation,सूची मूल्यांकन,
odooReport,model,"ir.ui.menu,name",odooReport.menu_action_wizard_valuation_history,Inventory at Date,तिथि मा सूची,
odooReport,model,"ir.ui.menu,name",odooReport.menu_action_account_invoice_report_all,Invoices,चलानीहरू,
odooReport,model,"ir.ui.menu,name",odooReport.menu_report_stock_line_date,Latest Inventories & Moves,Latest Inventories & Moves,
odooReport,model,"ir.ui.menu,name",odooReport.menu_board_my_dash_report,My Dashboard,मेरो ड्यासबोर्ड,
odooReport,model,"ir.ui.menu,name",odooReport.menu_reporting_account_pdf,PDF Reports,पीडीएफ रिपोर्टहरू,
odooReport,model,"ir.ui.menu,name",odooReport.menu_partner_ledger,Partner Ledger,साझेदार लेजर,
odooReport,model,"ir.ui.menu,name",odooReport.menu_stock_procurement_action,Procurement Exceptions,खरीद अपवाद,
odooReport,model,"ir.ui.menu,name",odooReport.menu_account_report_pl,Profit and Loss,लाभ र हानि,
odooReport,model,"ir.ui.menu,name",odooReport.menu_reporting_purchase,Purchase,खरिद,
odooReport,model,"ir.ui.menu,name",odooReport.menu_reporting_purchase_report,Purchase Analysis,खरिद विश्लेषण,
odooReport,model,"ir.ui.view,arch_db",odooReport.view_purchase_order_pivot_custom,Purchase Orders Statistics,खरिद आदेश तथ्याङ्क,
odooReport,model,"ir.ui.menu,name",odooReport.menu_reporting,Reporting,रिपोर्टिङ,
odooReport,model,"ir.ui.menu,name",odooReport.menu_print_journal,Sale/Purchase Journal,Sale/Purchase Journal,
odooReport,model,"ir.ui.menu,name",odooReport.menu_reporting_sales,Sales,बिक्री,
odooReport,model,"ir.ui.menu,name",odooReport.menu_reporting_sales_report,Sales Analysis,बिक्री विश्लेषण,
odooReport,model,"ir.ui.view,arch_db",odooReport.view_order_product_pivot_custom,Sales Analysis,बिक्री विश्लेषण,
odooReport,model,"ir.ui.menu,name",odooReport.menu_stock_batch_future_forecast,Stock Batch Forecast,स्टक ब्याच पूर्वानुमान,
odooReport,model,"ir.ui.menu,name",odooReport.stock_move_menu,Stock Moves,स्टक चाल,
odooReport,model,"ir.ui.menu,name",odooReport.menu_stock_report_prod_by_last_moved,Stock Report Products by Last Moved,अन्तिम द्वारा स्टक रिपोर्ट उत्पादन सारियो,
odooReport,model,"ir.ui.menu,name",odooReport.menu_general_Balance_report,Trial Balance,परीक्षण शेष,
odooReport,model,"ir.ui.menu,name",odooReport.menu_reporting_warehouse,WareHouse,गोदाम,
payment,model,"ir.model.fields,help",payment.field_payment_transaction_callback_eval,"        Will be safe_eval with `self` being the current transaction. i.e.:
            self.env['my.model'].payment_validated(self)","        Will be safe_eval with `self` being the current transaction. i.e.:
            self.env['my.model'].payment_validated(self)",
payment,model,"ir.model.fields,field_description",payment.field_payment_transaction_html_3ds,3D Secure HTML,3D सुरक्षित HTML,
payment,model,"ir.ui.view,arch_db",payment.acquirer_form,"<span class=""o_warning_text"">Test</span>
                                    <span class=""o_stat_text"">Environment</span>","<span class=""o_warning_text"">Test</span>
                                    <span class=""o_stat_text"">Environment</span>",
payment,model,"ir.ui.view,arch_db",payment.acquirer_form,"<span class=""text-success"">Production</span>
                                    <span class=""o_stat_text"">Environment</span>","<span class=""text-success"">Production</span>
                                    <span class=""o_stat_text"">Environment</span>",
payment,model,"payment.acquirer,cancel_msg",payment.payment_acquirer_adyen,"<span><i>Cancel,</i> Your payment has been cancelled.</span>","<span><i>Cancel,</i> Your payment has been cancelled.</span>",
payment,model,"payment.acquirer,cancel_msg",payment.payment_acquirer_authorize,"<span><i>Cancel,</i> Your payment has been cancelled.</span>","<span><i>Cancel,</i> Your payment has been cancelled.</span>",
